2024-07-12 17:41:57 {'D1': 0, 'D2': 0, 'D3': 0, 'D4': 0, 'D5': 0, 'D6': 0, 'D7': -1}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 2}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 3}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 4}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 5}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 6}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 7}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': 0, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 8}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 9}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 10}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 10}
2024-07-12 17:42:02 {'D1': 1, 'D2': 0, 'D3': 7, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 10}
2024-07-12 17:42:02 {'D1': 0, 'D2': -2, 'D3': 17, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 10}
2024-07-12 17:42:02 {'D1': 0, 'D2': -2, 'D3': 17, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 10}
2024-07-12 17:42:02 {'D1': 0, 'D2': -2, 'D3': 17, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 10}
2024-07-12 17:42:02 {'D1': 0, 'D2': -2, 'D3': 17, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 10}
2024-07-12 17:42:02 {'D1': 0, 'D2': -2, 'D3': 17, 'D4': 1, 'D5': 0, 'D6': -1, 'D7': 10}
